Symbol,Company Name,Industry,Market Cap
LESL,Leslie's,Home Improvement Retail,1.16B
LEU,Centrus Energy,Uranium,687.01M
LEV,The Lion Electric Company,Farm & Heavy Construction Machinery,459.14M
LEVI,Levi Strauss & Co.,Apparel Manufacturing,5.56B
LEXX,Lexaria Bioscience,Biotechnology,8.72M
LFAC,LF Capital Acquisition Corp. II,Shell Companies,129.40M
LFCR,Lifecore Biomedical,Drug Manufacturers - Specialty & Generic,271.07M
LFLY,Leafly Holdings,Pharmaceutical Retailers,13.44M
LFMD,LifeMD,Pharmaceutical Retailers,140.92M
LFST,LifeStance Health Group,Medical Care Facilities,2.86B
LFT,Lument Finance Trust,REIT - Mortgage,109.69M
LFUS,Littelfuse,Electronic Components,6.51B
LFVN,LifeVantage,Packaged Foods,63.46M
LGF.A,Lions Gate Entertainment,Entertainment,1.57B
LGF.B,Lions Gate Entertainment,Entertainment,1.68B
LGHL,Lion Group Holding,Capital Markets,3.32M
LGIH,LGI Homes,Residential Construction,2.73B
LGL,The LGL Group,Electronic Components,27.03M
LGMK,LogicMark,Security & Protection Services,2.66M
LGND,Ligand Pharmaceuticals,Biotechnology,1.13B
LGO,Largo,Other Industrial Metals & Mining,231.96M
LGST,Semper Paratus Acquisition,Shell Companies,170.34M
LGVC,LAMF Global Ventures I,Shell Companies,133.03M
LGVN,Longeveron,Biotechnology,55.03M
LH,Laboratory Corporation of America Holdings,Diagnostics & Research,18.80B
LHC,Leo Holdings Corp. II,Shell Companies,150.67M
LHX,L3Harris Technologies,Aerospace & Defense,33.75B
LI,Li Auto,Auto Manufacturers,39.11B
LIAN,LianBio,Biotechnology,200.26M
LIBY,Liberty Resources Acquisition,Shell Companies,78.24M
LICN,Lichen China,Specialty Business Services,20.26M
LICY,Li-Cycle Holdings,Waste Management,764.08M
LIDR,"AEye, Inc.",Auto Parts,49.16M
LIFE,aTyr Pharma,Biotechnology,105.54M
LIFW,MSP Recovery,Health Information Services,268.91M
LII,Lennox International,Building Products & Equipment,12.81B
LILA,Liberty Latin America,Telecom Services,1.80B
LILAK,Liberty Latin America,Telecom Services,1.80B
LILM,Lilium,Aerospace & Defense,528.71M
LIN,Linde,Specialty Chemicals,186.20B
LINC,Lincoln Educational Services,Education & Training Services,271.57M
LIND,Lindblad Expeditions Holdings,Travel Services,506.63M
LINK,Interlink Electronics,Electronic Components,61.83M
LIPO,Lipella Pharmaceuticals,Biotechnology,11.72M
LIQT,LiqTech International,Pollution & Treatment Controls,20.24M
LITB,LightInTheBox Holding Co.,Internet Retail,150.74M
LITE,Lumentum Holdings,Communication Equipment,3.43B
LITM,Snow Lake Resources,Other Industrial Metals & Mining,35.64M
LIVB,LIV Capital Acquisition Corp. II,Shell Companies,71.83M
LIVE,Live Ventures,Home Improvement Retail,90.50M
LIVN,LivaNova,Medical Devices,3.00B
LIXT,Lixte Biotechnology Holdings,Biotechnology,5.48M
LIZI,Lizhi,Internet Content & Information,34.57M
LKCO,Luokung Technology,Internet Content & Information,17.49M
LKFN,Lakeland Financial,Banks - Regional,1.29B
LKQ,LKQ Corporation,Auto Parts,13.85B
LL,LL Flooring Holdings,Home Improvement Retail,111.41M
LLAP,Terran Orbital,Aerospace & Defense,203.41M
LLY,Eli Lilly and Company,Drug Manufacturers - General,525.58B
LMAT,LeMaitre Vascular,Medical Instruments & Supplies,1.26B
LMB,Limbach Holdings,Engineering & Construction,367.51M
LMDX,LumiraDx,Diagnostics & Research,236.33M
LMFA,LM Funding America,Credit Services,8.87M
LMND,Lemonade,Insurance - Property & Casualty,950.53M
LMNL,Liminal BioSciences,Biotechnology,27.37M
LMNR,Limoneira Company,Farm Products,277.77M
LMT,Lockheed Martin,Aerospace & Defense,113.60B
LNC,Lincoln National,Insurance - Life,4.32B
LND,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,Farm Products,500.09M
LNG,Cheniere Energy,Oil & Gas Midstream,39.16B
LNKB,LINKBANCORP,Banks - Regional,110.57M
LNN,Lindsay,Farm & Heavy Construction Machinery,1.35B
LNSR,LENSAR,Medical Devices,37.45M
LNT,Alliant Energy,Utilities - Regulated Electric,12.83B
LNTH,Lantheus Holdings,Drug Manufacturers - Specialty & Generic,4.54B
LNW,Light & Wonder,Gambling,6.93B
LNZA,LanzaTech Global,Waste Management,1.24B
LOAN,Manhattan Bridge Capital,REIT - Mortgage,54.44M
LOB,Live Oak Bancshares,Banks - Regional,1.51B
LOCC,Live Oak Crestview Climate Acquisition,Shell Companies,258.50M
LOCL,Local Bounti,Farm Products,24.27M
LOCO,El Pollo Loco Holdings,Restaurants,316.46M
LODE,Comstock,Real Estate Services,49.77M
LOGI,Logitech International,Computer Hardware,10.63B
LOMA,Loma Negra Compañía Industrial Argentina,Building Materials,1.62B
LOOP,Loop Industries,Specialty Chemicals,135.91M
LOPE,Grand Canyon Education,Education & Training Services,3.45B
LOV,Spark Networks SE,Internet Content & Information,5.02M
LOVE,The Lovesac Company,"Furnishings, Fixtures & Appliances",339.95M
LOW,Lowe's Companies,Home Improvement Retail,130.71B
LPCN,Lipocine,Biotechnology,22.06M
LPG,Dorian LPG,Oil & Gas Midstream,1.01B
LPL,LG Display Co.,Consumer Electronics,3.51B
LPLA,LPL Financial Holdings,Capital Markets,17.94B
LPRO,Open Lending,Credit Services,1.00B
LPSN,LivePerson,Software - Application,304.81M
LPTH,LightPath Technologies,Electronic Components,60.47M
LPTV,Loop Media,Broadcasting,70.65M
LPTX,Leap Therapeutics,Biotechnology,54.20M
LPX,Louisiana-Pacific,Building Products & Equipment,4.38B
LQDA,Liquidia,Biotechnology,458.37M
LQDT,Liquidity Services,Internet Retail,554.38M
LQR,LQR House,Advertising Agencies,10.40M
LRCX,Lam Research,Semiconductor Equipment & Materials,87.49B
LRFC,Logan Ridge Finance,Asset Management,57.32M
LRMR,Larimar Therapeutics,Biotechnology,171.38M
LRN,Stride,Education & Training Services,1.77B
LSAK,Lesaka Technologies,Software - Infrastructure,243.40M
LSBK,Lake Shore Bancorp,Banks - Regional,70.39M
LSCC,Lattice Semiconductor,Semiconductors,12.20B
LSDI,Lucy Scientific Discovery,Drug Manufacturers - Specialty & Generic,11.46M
LSEA,Landsea Homes,Real Estate - Development,376.50M
LSF,Laird Superfood,Packaged Foods,9.34M
LSPD,Lightspeed Commerce,Software - Application,2.34B
LSTA,Lisata Therapeutics,Biotechnology,21.14M
LSTR,Landstar System,Integrated Freight & Logistics,6.72B
LTBR,Lightbridge,Electrical Equipment & Parts,60.71M
LTC,LTC Properties,REIT - Healthcare Facilities,1.33B
LTH,Life Time Group Holdings,Leisure,3.22B
LTHM,Livent,Specialty Chemicals,3.85B
LTRN,Lantern Pharma,Biotechnology,51.95M
LTRPA,Liberty TripAdvisor Holdings,Internet Content & Information,153.72M
LTRPB,Liberty TripAdvisor Holdings,Internet Content & Information,150.07M
LTRX,Lantronix,Communication Equipment,137.32M
LTRY,Lottery.com,Gambling,8.48M
LU,Lufax Holding,Credit Services,5.50B
LUCD,Lucid Diagnostics,Medical Devices,64.71M
LUCY,Innovative Eyewear,Medical Instruments & Supplies,8.84M
LULU,Lululemon Athletica,Apparel Retail,46.45B
LUMN,Lumen Technologies,Telecom Services,1.56B
LUMO,Lumos Pharma,Biotechnology,23.81M
LUNA,Luna Innovations,Scientific & Technical Instruments,237.34M
LUNG,Pulmonx,Medical Devices,410.32M
LUNR,Intuitive Machines,Aerospace & Defense,71.30M
LUV,Southwest Airlines Co.,Airlines,18.60B
LUXH,LuxUrban Hotels,Lodging,112.72M
LVLU,Lulu's Fashion Lounge Holdings,Apparel Retail,83.13M
LVO,LiveOne,Entertainment,151.53M
LVOX,LiveVox Holdings,Software - Infrastructure,305.22M
LVRO,Lavoro,Agricultural Inputs,689.15M
LVS,Las Vegas Sands,Resorts & Casinos,40.23B
LVTX,LAVA Therapeutics,Biotechnology,43.38M
LVWR,LiveWire Group,Auto Manufacturers,2.33B
LW,Lamb Weston Holdings,Packaged Foods,14.05B
LWAY,Lifeway Foods,Packaged Foods,161.69M
LWLG,Lightwave Logic,Specialty Chemicals,802.57M
LX,LexinFintech Holdings,Credit Services,319.53M
LXEH,Lixiang Education Holding Co.,Education & Training Services,5.46M
LXFR,Luxfer Holdings,Specialty Industrial Machinery,312.30M
LXP,LXP Industrial Trust,REIT - Industrial,2.81B
LXRX,Lexicon Pharmaceuticals,Biotechnology,448.21M
LXU,LSB Industries,Chemicals,752.39M
LYB,LyondellBasell Industries,Specialty Chemicals,31.29B
LYEL,Lyell Immunopharma,Biotechnology,574.85M
LYFT,"Lyft, Inc.",Software - Application,3.86B
LYG,Lloyds Banking Group,Banks - Regional,33.11B
LYRA,Lyra Therapeutics,Biotechnology,161.52M
LYT,Lytus Technologies Holdings PTV.,Software - Application,15.85M
LYTS,LSI Industries,Electronic Components,437.43M
LYV,Live Nation Entertainment,Entertainment,19.51B
LZ,LegalZoom.com,Specialty Business Services,2.20B
LZB,La-Z-Boy,"Furnishings, Fixtures & Appliances",1.26B
LZM,Lifezone Metals,Other Industrial Metals & Mining,1.11B
M,Macy's,Department Stores,3.85B
MA,Mastercard,Credit Services,376.64B
MAA,Mid-America Apartment Communities,REIT - Residential,16.89B
MAC,The Macerich Company,REIT - Retail,2.48B
MACA,Moringa Acquisition,Shell Companies,63.61M
MACK,Merrimack Pharmaceuticals,Biotechnology,176.15M
MAG,MAG Silver,Silver,1.13B
MAIA,MAIA Biotechnology,Biotechnology,25.48M
MAIN,Main Street Capital,Asset Management,3.28B
MAMA,Mama's Creations,Packaged Foods,127.28M
MAN,ManpowerGroup,Staffing & Employment Services,3.86B
MANH,Manhattan Associates,Software - Application,11.86B
MANU,Manchester United,Entertainment,3.81B
MAPS,WM Technology,Software - Application,193.22M
MAQC,Maquia Capital Acquisition,Shell Companies,71.42M
MAR,Marriott International,Lodging,60.61B
MARA,Marathon Digital Holdings,Capital Markets,1.84B
MARK,Remark Holdings,Software - Infrastructure,11.66M
MARPS,Marine Petroleum Trust,Oil & Gas Midstream,11.07M
MARX,Mars Acquisition,Shell Companies,97.10M
MAS,Masco,Building Products & Equipment,12.74B
MASI,Masimo,Medical Instruments & Supplies,5.85B
MASS,908 Devices,Medical Devices,233.13M
MAT,Mattel,Leisure,7.74B
MATH,Metalpha Technology Holding,Internet Content & Information,42.18M
MATV,Mativ Holdings,Paper & Paper Products,883.53M
MATW,Matthews International,Conglomerates,1.25B
MATX,Matson,Marine Shipping,3.12B
MAX,MediaAlpha,Internet Content & Information,509.29M
MAXN,Maxeon Solar Technologies,Solar,709.15M
MAYS,J.W. Mays,Real Estate Services,96.70M
MBAC,M3-Brigade Acquisition II,Shell Companies,150.31M
MBC,MasterBrand,"Furnishings, Fixtures & Appliances",1.60B
MBCN,Middlefield Banc,Banks - Regional,232.42M
MBI,MBIA Inc.,Insurance - Specialty,457.20M
MBIN,Merchants Bancorp,Banks - Regional,1.25B
MBIO,Mustang Bio,Biotechnology,24.04M
MBLY,Mobileye Global,Auto Parts,27.86B
MBOT,Microbot Medical,Medical Instruments & Supplies,22.48M
MBRX,Moleculin Biotech,Biotechnology,16.75M
MBSC,M3-Brigade Acquisition III,Shell Companies,389.63M
MBTC,Nocturne Acquisition,Shell Companies,58.14M
MBUU,Malibu Boats,Recreational Vehicles,1.11B
MBWM,Mercantile Bank,Banks - Regional,532.12M
MC,Moelis & Company,Capital Markets,3.01B
MCAA,Mountain & Co. I Acquisition,Shell Companies,197.97M
MCAC,Monterey Capital Acquisition,Shell Companies,123.83M
MCAF,Mountain Crest Acquisition Corp. IV,Shell Companies,54.58M
MCAG,Mountain Crest Acquisition V,Shell Companies,28.38M
MCB,Metropolitan Bank Holding,Banks - Regional,448.48M
MCBC,Macatawa Bank,Banks - Regional,311.02M
MCBS,MetroCity Bankshares,Banks - Regional,499.28M
MCD,McDonald's,Restaurants,207.77B
MCFT,MasterCraft Boat Holdings,Recreational Vehicles,447.53M
MCHP,Microchip Technology,Semiconductors,43.20B
MCHX,Marchex,Advertising Agencies,71.06M
MCK,McKesson,Medical Distribution,57.36B
MCLD,mCloud Technologies,Software - Application,13.26M
MCO,Moody's,Financial Data & Stock Exchanges,61.35B
MCOM,Micromobility.com,Recreational Vehicles,10.50M
MCRB,Seres Therapeutics,Biotechnology,452.56M
MCRI,Monarch Casino & Resort,Resorts & Casinos,1.27B
MCS,The Marcus Corporation,Entertainment,487.08M
MCVT,Mill City Ventures III,Credit Services,13.30M
MCW,Mister Car Wash,Personal Services,2.15B
MCY,Mercury General,Insurance - Property & Casualty,1.62B
MD,Pediatrix Medical Group,Medical Care Facilities,1.18B
MDB,MongoDB,Software - Infrastructure,25.65B
MDC,M.D.C. Holdings,Residential Construction,3.38B
MDGL,Madrigal Pharmaceuticals,Biotechnology,3.31B
MDGS,Medigus,Medical Devices,6.81M
MDIA,MediaCo Holding,Broadcasting,18.07M
MDJH,MDJM Ltd,Real Estate Services,22.07M
MDLZ,Mondelez International,Confectioners,97.27B
MDNA,Medicenna Therapeutics,Biotechnology,26.47M
MDRR,Medalist Diversified REIT,REIT - Diversified,11.65M
MDRX,Allscripts Healthcare Solutions,Health Information Services,1.47B
MDT,Medtronic,Medical Devices,109.41B
MDU,MDU Resources Group,Conglomerates,4.10B
MDV,Modiv,REIT - Diversified,91.67M
MDVL,MedAvail Holdings,Pharmaceutical Retailers,13.27M
MDWD,MediWound,Biotechnology,83.66M
MDWT,Midwest Holding,Insurance - Life,99.23M
MDXG,MiMedx Group,Biotechnology,855.45M
MDXH,MDxHealth,Diagnostics & Research,84.36M
ME,23andMe Holding Co.,Diagnostics & Research,574.41M
MEC,Mayville Engineering Company,Metal Fabrication,230.03M
MED,Medifast,Personal Services,916.34M
MEDP,Medpace Holdings,Diagnostics & Research,7.94B
MEDS,TRxADE HEALTH,Pharmaceutical Retailers,8.64M
MEG,Montrose Environmental Group,Waste Management,1.16B
MEGL,Magic Empire Global,Capital Markets,25.93M
MEI,Methode Electronics,Electronic Components,1.15B
MEIP,MEI Pharma,Biotechnology,42.31M
MELI,MercadoLibre,Internet Retail,62.15B
MEOH,Methanex,Chemicals,2.78B
MERC,Mercer International,Paper & Paper Products,584.75M
MESA,Mesa Air Group,Airlines,60.02M
MESO,Mesoblast,Biotechnology,244.10M
MET,MetLife,Insurance - Life,46.93B
META,Meta Platforms,Internet Content & Information,734.64B
METC,Ramaco Resources,Coking Coal,429.99M
METCB,Ramaco Resources,Coking Coal,445.76M
METX,Meten Holding Group,Education & Training Services,70.64M
MF,Missfresh,Grocery Stores,9.03M
MFA,MFA Financial,REIT - Mortgage,1.08B
MFC,Manulife Financial,Insurance - Life,32.70B
MFG,Mizuho Financial Group,Banks - Regional,40.67B
MFIC,MidCap Financial Investment,Asset Management,863.95M
MFIN,Medallion Financial,Credit Services,193.20M
MG,Mistras Group,Security & Protection Services,165.15M
MGA,Magna International,Auto Parts,16.18B
MGAM,Mobile Global Esports,Electronic Gaming & Multimedia,9.72M
MGEE,MGE Energy,Utilities - Diversified,2.69B
MGIC,Magic Software Enterprises,Information Technology Services,589.12M
MGIH,Millennium Group International Holdings,Packaging & Containers,20.03M
MGLD,The Marygold Companies,Asset Management,47.26M
MGM,MGM Resorts International,Resorts & Casinos,15.34B
MGNI,Magnite,Advertising Agencies,1.06B
MGNX,MacroGenics,Biotechnology,312.84M
MGOL,MGO Global,Advertising Agencies,15.24M
MGPI,MGP Ingredients,Beverages - Wineries & Distilleries,2.62B
MGRC,McGrath RentCorp,Rental & Leasing Services,2.49B
MGRM,Monogram Orthopaedics,Medical Devices,137.20M
MGRX,Mangoceuticals,Health Information Services,19.39M
MGTA,Magenta Therapeutics,Biotechnology,45.26M
MGTX,MeiraGTx Holdings,Biotechnology,368.52M
MGY,Magnolia Oil & Gas,Oil & Gas E&P,4.71B
MGYR,Magyar Bancorp,Banks - Regional,72.48M
MHH,Mastech Digital,Staffing & Employment Services,127.56M
MHK,Mohawk Industries,"Furnishings, Fixtures & Appliances",6.12B
MHLD,Maiden Holdings,Insurance - Reinsurance,187.97M
MHO,M/I Homes,Residential Construction,2.51B
MHUA,Meihua International Medical Technologies Co.,Medical Instruments & Supplies,82.83M
MICS,The Singing Machine Company,Consumer Electronics,4.07M
MIDD,The Middleby Corporation,Specialty Industrial Machinery,7.61B
MIGI,Mawson Infrastructure Group,Capital Markets,8.09M
MIMO,Airspan Networks Holdings,Telecom Services,10.29M
MIND,MIND Technology,Scientific & Technical Instruments,8.48M
MINM,Minim,Communication Equipment,3.41M
MIR,Mirion Technologies,Specialty Industrial Machinery,1.83B
MIRA,MIRA Pharmaceuticals,Drug Manufacturers - Specialty & Generic,94.07M
MIRM,Mirum Pharmaceuticals,Biotechnology,1.02B
MIRO,Miromatrix Medical,Biotechnology,34.41M
MIST,Milestone Pharmaceuticals,Biotechnology,95.14M
MITA,Coliseum Acquisition,Shell Companies,102.16M
MITK,Mitek Systems,Software - Application,491.02M
MITQ,Moving iMage Technologies,Communication Equipment,9.60M
MITT,AG Mortgage Investment Trust,REIT - Mortgage,129.61M
MIXT,MiX Telematics,Software - Application,148.26M
MKC,McCormick & Company,Packaged Foods,22.06B
MKFG,Markforged Holding,Computer Hardware,236.79M
MKL,Markel,Insurance - Property & Casualty,19.56B
MKSI,MKS Instruments,Scientific & Technical Instruments,6.33B
MKTW,MarketWise,Software - Application,52.47M
MKTX,MarketAxess Holdings,Capital Markets,9.21B
MKUL,Molekule Group,Pollution & Treatment Controls,42.97M
ML,MoneyLion,Software - Application,655.17M
MLAB,Mesa Laboratories,Scientific & Technical Instruments,764.30M
MLCO,Melco Resorts & Entertainment,Resorts & Casinos,4.80B
MLEC,Moolec Science,Biotechnology,113.43M
MLGO,MicroAlgo,Software - Infrastructure,111.83M
MLI,Mueller Industries,Metal Fabrication,4.33B
MLKN,MillerKnoll,"Furnishings, Fixtures & Appliances",1.40B
MLM,Martin Marietta Materials,Building Materials,27.02B
MLNK,MeridianLink,Software - Application,1.40B
MLP,Maui Land & Pineapple Company,Real Estate Services,280.82M
MLR,Miller Industries,Auto Parts,456.68M
MLSS,Milestone Scientific,Medical Instruments & Supplies,74.58M
MLTX,MoonLake Immunotherapeutics,Biotechnology,3.04B
MLYS,Mineralys Therapeutics,Biotechnology,531.14M
MMAT,Meta Materials,Electronic Components,106.90M
MMC,Marsh & McLennan Companies,Insurance Brokers,95.93B
MMI,Marcus & Millichap,Real Estate Services,1.25B
MMLP,Martin Midstream Partners L.P.,Oil & Gas Midstream,93.01M
MMM,3M Company,Conglomerates,54.62B
MMP,"Magellan Midstream Partners,",Oil & Gas Midstream,13.25B
MMS,Maximus,Specialty Business Services,4.91B
MMSI,Merit Medical Systems,Medical Instruments & Supplies,3.87B
MMV,MultiMetaVerse Holdings,Entertainment,32.72M
MMYT,MakeMyTrip,Travel Services,4.01B
MNDO,MIND C.T.I.,Software - Application,38.10M
MNDY,monday.com,Software - Application,8.17B
MNKD,MannKind,Biotechnology,1.33B
MNMD,Mind Medicine (MindMed),Biotechnology,150.92M
MNOV,MediciNova,Biotechnology,111.33M
MNPR,Monopar Therapeutics,Biotechnology,9.34M
MNRO,Monro,Auto Parts,1.05B
MNSB,MainStreet Bancshares,Banks - Regional,170.89M
MNSO,MINISO Group Holding,Specialty Retail,7.15B
MNST,Monster Beverage,Beverages - Non-Alcoholic,60.06B
MNTK,Montauk Renewables,Utilities - Diversified,1.39B
MNTN,Everest Consolidator Acquisition,Shell Companies,232.88M
MNTS,Momentus,Aerospace & Defense,21.68M
MNTX,Manitex International,Farm & Heavy Construction Machinery,95.99M
MO,Altria Group,Tobacco,77.95B
MOB,Mobilicom,Communication Equipment,8.29M
MOBQ,Mobiquity Technologies,Advertising Agencies,2.34M
MOBV,Mobiv Acquisition,Shell Companies,94.26M
MOD,Modine Manufacturing Company,Auto Parts,2.36B
MODD,Modular Medical,Medical Devices,26.58M
MODG,Topgolf Callaway Brands,Leisure,3.05B
MODN,Model N,Software - Application,1.05B
MODV,ModivCare,Medical Care Facilities,503.29M
MOFG,MidWestOne Financial Group,Banks - Regional,330.80M
MOG.A,Moog Inc.,Aerospace & Defense,3.64B
MOG.B,Moog Inc.,Aerospace & Defense,3.58B
MOGO,Mogo Inc.,Software - Infrastructure,42.98M
MOGU,MOGU Inc.,Internet Retail,15.45M
MOH,Molina Healthcare,Healthcare Plans,18.60B
MOLN,Molecular Partners AG,Biotechnology,216.34M
MOMO,Hello Group,Internet Content & Information,1.70B
MOND,Mondee Holdings,Travel Services,532.34M
MOR,MorphoSys AG,Biotechnology,1.08B
MORF,Morphic Holding,Biotechnology,2.64B
MORN,Morningstar,Financial Data & Stock Exchanges,9.47B
MOS,The Mosaic Company,Agricultural Inputs,12.95B
MOTS,Motus GI Holdings,Medical Devices,2.89M
MOV,Movado Group,Luxury Goods,572.16M
MOVE,Movano,Medical Devices,52.93M
MOXC,Moxian (BVI),Advertising Agencies,34.84M
MP,MP Materials,Other Industrial Metals & Mining,3.49B
MPAA,Motorcar Parts of America,Auto Parts,156.37M
MPB,Mid Penn Bancorp,Banks - Regional,357.15M
MPC,Marathon Petroleum,Oil & Gas Refining & Marketing,57.57B
MPLN,MultiPlan,Health Information Services,1.03B
MPLX,MPLX LP,Oil & Gas Midstream,34.97B
MPRA,Mercato Partners Acquisition,Shell Companies,107.04M
MPTI,M-tron Industries,Electronic Components,45.00M
MPU,Mega Matrix,Rental & Leasing Services,33.21M
MPW,Medical Properties Trust,REIT - Healthcare Facilities,4.34B
MPWR,Monolithic Power Systems,Semiconductors,23.37B
MPX,Marine Products,Recreational Vehicles,544.23M
MQ,Marqeta,Software - Infrastructure,3.01B
MRAI,Marpai,Healthcare Plans,7.21M
MRAM,Everspin Technologies,Semiconductors,202.06M
MRBK,Meridian,Banks - Regional,128.77M
MRC,MRC Global,Oil & Gas Equipment & Services,768.71M
MRCC,Monroe Capital,Asset Management,160.76M
MRCY,Mercury Systems,Aerospace & Defense,2.29B
MRDB,MariaDB,Software - Infrastructure,48.88M
MREO,Mereo BioPharma Group,Biotechnology,199.98M
MRIN,Marin Software,Software - Application,7.72M
MRK,Merck & Co.,Drug Manufacturers - General,279.66B
